Geneid	EBF1-dTAG_N_0h_rep1	EBF1-dTAG_N_0h_rep2	EBF1-dTAG_N_0h_rep3	EBF1-dTAG_N_0h_rep4	EBF1-dTAG_N_6h_rep1	EBF1-dTAG_N_6h_rep2	EBF1-dTAG_N_6h_rep3	EBF1-dTAG_N_6h_rep4
ENSMUSG00000050578.9	7	2	16	6	56	15	21	15
ENSMUSG00000049723.14	0	0	2	0	0	2	3	0
ENSMUSG00000041620.8	0	0	0	0	0	0	0	0
ENSMUSG00000043613.7	0	0	0	0	0	0	0	0
ENSMUSG00000043089.5	0	0	0	0	0	0	0	0
ENSMUSG00000047562.2	2	3	3	0	5	11	8	10
ENSMUSG00000005800.2	0	0	0	0	0	0	0	0
ENSMUSG00000070323.11	0	0	0	0	0	0	0	0
ENSMUSG00000018620.2	0	0	0	0	0	0	0	0
ENSMUSG00000086381.1	0	0	0	0	0	0	0	0
ENSMUSG00000018623.9	0	0	0	0	0	0	0	0
ENSMUSG00000074516.5	27	14	34	26	24	29	27	30
ENSMUSG00000050912.15	4694	4878	6284	6197	8182	7900	8286	7250
ENSMUSG00000093615.1	7	7	11	6	5	5	13	8
ENSMUSG00000057367.12	1292	1236	1624	1471	1457	1932	1660	1488
ENSMUSG00000032000.17	830	976	1216	1205	1242	1370	1250	1220
ENSMUSG00000053110.13	0	0	0	0	0	0	0	0
ENSMUSG00000092185.1	0	0	0	0	0	0	0	0
ENSMUSG00000053070.4	0	0	0	0	0	0	0	0
ENSMUSG00000040729.6	0	0	0	0	0	0	0	0
ENSMUSG00000031998.4	0	0	0	0	0	0	0	0
ENSMUSG00000084747.1	0	0	0	0	0	0	0	0
ENSMUSG00000031997.8	0	0	0	0	0	0	0	0
ENSMUSG00000031870.16	0	0	0	0	0	0	0	0
ENSMUSG00000078117.2	0	0	0	0	0	0	0	0
ENSMUSG00000050730.16	0	0	0	0	0	0	0	0
ENSMUSG00000085253.3	0	0	0	0	0	0	0	0
ENSMUSG00000088076.1	0	0	0	0	0	0	0	0
ENSMUSG00000039488.15	0	0	0	0	0	0	0	0
ENSMUSG00000092776.1	0	0	0	0	0	0	0	0
ENSMUSG00000098408.1	0	0	0	0	0	0	0	0
ENSMUSG00000093959.1	0	0	0	0	0	0	0	0
ENSMUSG00000096815.1	0	0	0	0	0	0	0	0
ENSMUSG00000089477.1	0	0	0	0	0	0	0	0
ENSMUSG00000098228.1	0	0	0	0	0	0	0	0
ENSMUSG00000099788.1	0	0	0	0	0	0	0	0
ENSMUSG00000079083.2	271	319	376	405	309	421	399	392
ENSMUSG00000079084.9	804	833	1154	1103	1166	1180	1161	1139
ENSMUSG00000095068.1	7	18	18	14	6	27	4	28
ENSMUSG00000031802.8	220	176	268	304	291	285	210	300
ENSMUSG00000090592.2	0	0	1	0	0	1	4	1
ENSMUSG00000031925.16	1543	1499	2053	1867	2086	2468	2497	2032
ENSMUSG00000093092.1	0	0	0	0	0	0	0	0
ENSMUSG00000031918.16	3311	3287	4583	4403	4287	4451	4540	3811
ENSMUSG00000031922.12	1903	1801	2472	2291	2010	2126	2158	2043
ENSMUSG00000037808.12	2184	2148	2816	2870	2772	2862	2894	2629
ENSMUSG00000032009.8	4570	4856	6296	6010	9522	10137	9792	8844
ENSMUSG00000037419.8	1098	1093	1394	1381	1575	1560	1513	1282
ENSMUSG00000098832.1	0	0	0	0	0	0	0	0
ENSMUSG00000053914.9	3	7	2	0	1	4	3	2
ENSMUSG00000004096.8	1097	1123	1490	1403	1487	1501	1540	1189
ENSMUSG00000013076.15	645	704	843	714	525	598	600	504
ENSMUSG00000036912.17	0	0	0	0	0	0	0	0
ENSMUSG00000074508.4	0	0	0	0	0	0	0	0
ENSMUSG00000082564.1	0	0	0	0	0	0	0	0
ENSMUSG00000049307.5	0	0	0	0	0	0	0	0
ENSMUSG00000031927.9	0	0	0	0	0	0	0	0
ENSMUSG00000031931.3	716	772	1041	942	855	873	916	809
ENSMUSG00000031928.14	2330	2275	3100	2995	2661	2825	2679	2535
ENSMUSG00000059658.5	4	2	7	0	3	0	5	5
ENSMUSG00000090023.1	6	2	9	8	8	2	4	5
ENSMUSG00000031932.14	0	0	0	0	0	0	0	0
ENSMUSG00000031933.17	44	46	54	44	16	18	26	8
ENSMUSG00000031934.13	2030	2176	2604	2581	2571	2611	2762	2292
ENSMUSG00000031936.9	0	0	0	0	0	0	0	0
ENSMUSG00000077384.1	0	0	0	0	0	0	0	0
ENSMUSG00000031937.6	0	0	0	0	0	0	0	0
ENSMUSG00000031935.8	1535	1537	1976	2078	2039	2052	2054	1800
ENSMUSG00000031938.14	207	227	255	293	293	291	274	263
ENSMUSG00000031939.15	1497	1456	1796	1842	1381	1813	1583	1431
ENSMUSG00000077614.1	14	17	16	30	23	21	21	14
ENSMUSG00000105847.1	0	0	0	0	0	0	0	0
ENSMUSG00000065282.1	83	100	141	138	121	131	133	162
ENSMUSG00000088929.1	55	40	113	84	50	84	83	58
ENSMUSG00000106649.1	0	2	0	2	0	0	0	1
ENSMUSG00000065226.1	67	46	82	92	63	66	66	72
ENSMUSG00000064634.1	34	41	69	86	40	64	66	50
ENSMUSG00000064797.1	2652	2739	3370	3386	2832	3127	3093	2583
ENSMUSG00000065265.1	5475	5504	6870	7281	5892	6884	6300	5878
ENSMUSG00000065663.1	446	359	473	562	385	436	433	426
ENSMUSG00000046111.16	4632	4799	6843	6279	5081	6098	5780	6139
ENSMUSG00000077506.1	81	58	114	99	73	100	90	96
ENSMUSG00000077394.1	45	76	127	87	88	82	86	111
ENSMUSG00000089702.1	0	1	1	1	0	0	2	2
ENSMUSG00000058173.11	265	280	411	353	340	330	435	319
ENSMUSG00000039977.16	0	0	0	0	0	0	0	0
ENSMUSG00000043885.13	0	0	0	0	0	0	0	1
ENSMUSG00000050901.6	0	0	0	0	0	0	0	0
ENSMUSG00000074505.4	0	0	0	0	2	0	1	0
ENSMUSG00000090602.2	33	30	37	42	30	46	46	48
ENSMUSG00000105805.1	0	0	0	0	0	0	0	0
ENSMUSG00000001774.7	2192	2205	2798	2870	2973	2787	2935	2743
ENSMUSG00000043943.14	0	0	0	0	0	0	0	2
ENSMUSG00000074502.3	0	0	0	0	0	0	0	0
ENSMUSG00000074501.5	0	0	0	1	0	1	0	1
ENSMUSG00000047508.8	0	0	0	0	0	0	0	0
ENSMUSG00000074500.11	1	0	0	0	2	0	0	0
ENSMUSG00000092714.1	0	0	0	0	0	0	0	0
ENSMUSG00000038691.4	0	0	0	0	0	0	0	0
ENSMUSG00000109564.1	0	0	0	0	0	0	0	0
ENSMUSG00000084743.1	0	0	0	0	0	0	0	0
ENSMUSG00000089277.1	0	0	0	0	0	0	0	0
ENSMUSG00000054141.2	0	0	0	0	0	0	0	0
ENSMUSG00000078116.1	0	0	0	0	0	0	0	0
ENSMUSG00000051414.3	0	0	0	0	0	0	0	0
ENSMUSG00000062868.2	0	0	0	0	0	0	0	0
ENSMUSG00000066914.3	0	0	0	0	0	0	0	0
ENSMUSG00000095957.1	0	0	0	0	0	0	0	0
ENSMUSG00000066912.2	0	0	0	0	0	0	0	0
ENSMUSG00000095525.1	0	0	0	0	0	0	0	0
ENSMUSG00000045204.3	0	0	0	0	0	0	0	0
ENSMUSG00000059303.5	0	0	0	0	0	0	0	0
ENSMUSG00000059731.6	0	0	0	0	0	0	0	0
ENSMUSG00000048391.2	0	0	0	0	0	0	0	0
ENSMUSG00000049229.4	0	0	0	0	0	0	0	0
ENSMUSG00000061614.2	0	0	0	0	0	0	0	0
ENSMUSG00000058692.3	0	0	0	0	0	0	0	0
ENSMUSG00000059821.3	0	0	0	0	0	0	0	0
ENSMUSG00000087862.1	0	0	0	0	0	0	0	0
ENSMUSG00000052182.3	0	0	0	0	0	0	0	0
ENSMUSG00000094535.1	0	0	0	0	0	0	0	0
ENSMUSG00000052625.7	0	0	0	0	0	0	0	0
ENSMUSG00000051160.3	0	0	0	0	0	0	0	0
ENSMUSG00000095667.1	0	0	0	0	0	0	0	0
ENSMUSG00000043087.4	0	0	0	0	0	0	0	0
ENSMUSG00000057551.9	1769	1884	2445	2430	2482	2546	2433	2432
ENSMUSG00000094678.1	0	0	0	0	0	0	0	0
ENSMUSG00000058659.3	0	0	0	2	0	0	0	0
ENSMUSG00000095448.1	0	0	0	0	0	0	0	0
ENSMUSG00000066905.2	0	0	0	0	0	0	0	0
ENSMUSG00000063842.3	0	0	0	0	0	0	0	0
ENSMUSG00000051118.7	0	0	0	0	0	0	0	0
ENSMUSG00000091460.2	7	5	10	14	5	5	8	12
ENSMUSG00000050803.2	0	0	0	0	0	0	0	0
ENSMUSG00000106571.1	0	0	0	0	0	0	0	0
ENSMUSG00000096830.1	0	0	0	0	0	0	0	0
ENSMUSG00000044454.2	0	0	0	0	0	0	0	0
ENSMUSG00000044106.2	0	0	0	0	0	0	0	0
ENSMUSG00000058491.5	0	0	0	0	0	0	0	0
ENSMUSG00000066899.4	0	0	0	0	0	0	0	0
ENSMUSG00000088243.1	0	0	0	0	0	0	0	0
ENSMUSG00000089516.1	0	0	0	0	0	0	0	0
ENSMUSG00000061457.3	0	0	0	0	0	0	0	0
ENSMUSG00000066897.5	0	0	0	0	0	0	0	0
ENSMUSG00000088236.1	0	0	0	0	0	0	0	0
ENSMUSG00000059623.4	0	0	0	0	0	0	0	0
ENSMUSG00000049028.4	0	0	0	0	0	0	0	0
ENSMUSG00000066896.3	0	0	0	0	1	3	3	1
ENSMUSG00000045519.14	430	403	549	583	575	632	611	556
ENSMUSG00000097469.1	0	0	0	0	0	0	0	1
ENSMUSG00000063108.14	3280	3249	4469	4388	4512	4593	4370	4384
ENSMUSG00000059475.13	977	935	1367	1251	1338	1409	1350	1382
ENSMUSG00000088622.1	0	0	0	0	0	0	0	0
ENSMUSG00000060510.13	3638	3704	5259	4781	4987	5229	4886	4623
ENSMUSG00000058192.15	250	208	295	246	263	247	298	279
ENSMUSG00000062470.9	53	56	76	69	72	57	60	83
ENSMUSG00000097422.1	4	8	8	25	11	12	7	7
ENSMUSG00000066892.13	1084	1005	1554	1365	1114	1276	1204	1196
ENSMUSG00000084786.9	1350	1644	1968	2012	2014	1980	2197	1689
ENSMUSG00000032171.6	2115	2278	2818	2855	2302	2656	2610	2344
ENSMUSG00000032172.7	0	2	0	0	0	0	0	0
ENSMUSG00000004098.7	9	23	33	25	8	16	11	9
ENSMUSG00000087728.1	0	0	0	0	0	0	0	0
ENSMUSG00000053773.4	0	0	0	0	0	0	0	0
ENSMUSG00000038884.14	311	313	359	333	299	414	321	325
ENSMUSG00000038742.6	5	21	37	21	28	15	35	15
ENSMUSG00000004100.11	3978	4166	5391	4900	3684	4229	3835	3323
ENSMUSG00000077702.1	0	0	0	0	0	0	0	0
ENSMUSG00000089571.1	8	14	29	9	8	22	7	16
ENSMUSG00000070319.5	3088	3363	4194	3848	3487	3663	3780	3127
ENSMUSG00000004099.15	17940	17014	22312	22926	22266	20962	21092	18320
ENSMUSG00000099147.1	8	18	1	10	6	3	4	14
ENSMUSG00000043895.5	9	17	36	8	15	22	20	19
ENSMUSG00000003299.9	1759	1820	2288	2269	2284	2303	2403	2092
ENSMUSG00000037405.7	1483	1531	1999	2048	2812	2814	2624	2439
ENSMUSG00000001014.5	1	0	15	11	10	15	3	8
ENSMUSG00000032174.4	61	31	38	66	29	42	25	41
ENSMUSG00000084663.1	0	0	0	0	0	0	0	0
ENSMUSG00000097535.1	0	1	0	0	0	0	0	0
ENSMUSG00000079681.2	33	45	39	46	42	44	34	49
ENSMUSG00000079677.1	540	519	706	638	599	690	715	469
ENSMUSG00000010205.10	11015	10853	14577	13972	13410	14384	13949	11804
ENSMUSG00000098907.1	0	0	0	0	0	0	0	0
ENSMUSG00000086016.1	24	11	24	11	26	54	25	26
ENSMUSG00000032175.10	1167	1244	1553	1516	1452	1712	1644	1476
ENSMUSG00000019471.9	5246	5390	6463	6318	6178	6484	6399	5592
ENSMUSG00000032177.16	80	78	136	89	71	107	84	69
ENSMUSG00000097439.6	5	1	5	5	3	1	6	1
ENSMUSG00000003308.14	2777	2802	3667	3576	4120	4146	4045	3563
ENSMUSG00000045087.8	0	0	0	0	0	0	0	0
ENSMUSG00000002820.5	911	820	1215	1183	1398	1583	1587	1229
ENSMUSG00000035047.9	1521	1563	2145	1983	1719	2113	2242	1884
ENSMUSG00000102340.1	48	52	66	74	35	75	47	82
ENSMUSG00000096472.1	525	556	870	828	1294	1414	1330	1097
ENSMUSG00000003309.13	0	0	0	0	2	0	0	0
ENSMUSG00000057193.7	4259	4538	5574	5383	6565	6668	6863	6431
ENSMUSG00000032178.13	6757	7046	9354	8640	8418	8916	8817	8056
ENSMUSG00000097665.1	0	0	0	0	0	0	0	1
ENSMUSG00000002825.6	565	617	903	763	653	738	769	665
ENSMUSG00000033335.17	3313	3900	5025	4870	5212	5625	5485	4926
ENSMUSG00000065547.1	0	0	0	0	0	0	0	0
ENSMUSG00000032180.10	349	367	530	434	431	475	422	374
ENSMUSG00000057191.13	2543	2684	3454	3475	2949	3301	3175	2708
ENSMUSG00000092261.1	0	0	1	0	0	0	0	0
ENSMUSG00000032185.14	4411	4648	6315	5879	5594	5374	5702	4779
ENSMUSG00000032182.14	239	232	411	364	342	318	363	362
ENSMUSG00000048429.10	2035	1944	2586	2406	2463	2354	2443	2145
ENSMUSG00000088478.1	2	6	5	2	0	1	2	1
ENSMUSG00000032187.16	23041	23219	30663	30463	27460	27842	27505	24232
ENSMUSG00000099192.1	16	11	5	4	15	9	18	8
ENSMUSG00000097155.1	0	3	0	1	8	3	0	2
ENSMUSG00000032193.8	4401	4657	6106	6018	7680	7936	8257	7322
ENSMUSG00000074476.5	1213	1263	1674	1523	1484	1564	1548	1425
ENSMUSG00000032194.8	0	3	0	6	5	8	0	2
ENSMUSG00000032198.8	99	77	72	79	133	129	99	109
ENSMUSG00000098473.1	0	0	0	0	0	0	0	0
ENSMUSG00000047822.7	0	0	0	0	0	0	0	0
ENSMUSG00000019066.13	90	111	138	110	177	145	160	145
ENSMUSG00000040883.15	0	0	2	0	0	5	1	2
ENSMUSG00000006241.15	0	2	0	0	0	3	1	1
ENSMUSG00000040563.13	0	1	0	0	4	5	0	0
ENSMUSG00000051238.5	304	293	355	338	327	317	314	303
ENSMUSG00000006235.5	0	0	0	0	0	0	0	0
ENSMUSG00000040146.8	0	0	0	0	0	0	0	0
ENSMUSG00000039632.12	0	0	3	2	2	2	0	1
ENSMUSG00000003402.13	3482	3379	4330	4453	4578	4612	4702	4018
ENSMUSG00000003410.7	5	3	2	3	3	5	1	4
ENSMUSG00000038895.15	527	575	818	602	598	864	723	747
ENSMUSG00000096981.1	58	81	83	95	119	102	111	100
ENSMUSG00000066839.11	1119	1215	1620	1533	1269	1339	1450	1150
ENSMUSG00000001349.4	0	0	1	0	0	1	0	0
ENSMUSG00000013822.6	1917	1920	2231	2262	2230	2218	2204	1934
ENSMUSG00000098646.1	0	0	0	0	0	0	0	0
ENSMUSG00000001348.14	231	219	267	292	287	220	284	211
ENSMUSG00000010607.8	326	231	329	377	338	365	327	291
ENSMUSG00000061167.9	2	1	2	1	4	0	8	4
ENSMUSG00000074472.9	0	0	0	0	0	0	0	0
ENSMUSG00000090925.2	2	6	3	1	5	5	4	3
ENSMUSG00000057982.7	740	731	1184	1049	1183	1243	1208	1087
ENSMUSG00000062794.8	713	726	1027	809	799	891	776	896
ENSMUSG00000066829.6	498	412	618	535	607	776	770	700
ENSMUSG00000094627.1	19	31	29	38	29	30	39	12
ENSMUSG00000036777.7	3792	3850	5351	5190	4591	5695	5138	4796
ENSMUSG00000036411.9	130	128	174	155	246	280	194	208
ENSMUSG00000032239.9	2199	2210	2983	2738	2573	2647	2651	2270
ENSMUSG00000091159.1	0	0	0	0	0	0	0	0
ENSMUSG00000035919.16	657	638	922	876	777	893	983	745
ENSMUSG00000090067.1	0	0	0	0	0	0	0	0
ENSMUSG00000089958.1	3	0	0	2	1	3	6	0
ENSMUSG00000089909.1	0	0	0	0	0	0	0	0
ENSMUSG00000098940.1	0	0	0	0	0	0	0	0
ENSMUSG00000031963.7	0	0	0	0	0	0	0	0
ENSMUSG00000043659.11	0	0	0	0	0	0	0	0
ENSMUSG00000085969.1	0	0	0	0	0	0	0	0
ENSMUSG00000074465.2	0	0	0	0	0	0	0	0
ENSMUSG00000088104.1	0	0	0	0	0	0	0	0
ENSMUSG00000043067.15	3693	3903	4887	4845	5017	4733	4983	4316
ENSMUSG00000085576.2	0	0	0	0	0	1	0	0
ENSMUSG00000047995.6	0	0	0	0	0	0	0	0
ENSMUSG00000103682.1	0	0	0	0	0	0	0	0
ENSMUSG00000031965.14	0	0	0	0	0	0	0	0
ENSMUSG00000088731.1	0	0	0	0	0	0	0	0
ENSMUSG00000066810.2	0	0	0	0	0	0	0	0
ENSMUSG00000066809.1	8	16	13	13	19	11	17	17
ENSMUSG00000008429.7	1880	1770	2244	2404	2366	2354	2427	2130
ENSMUSG00000100002.1	16	7	0	1	7	6	3	3
ENSMUSG00000100824.1	1	10	0	1	6	11	6	0
ENSMUSG00000001833.16	5913	5946	7658	7261	7676	7485	8025	6820
ENSMUSG00000036611.5	0	0	0	0	0	0	0	0
ENSMUSG00000088876.1	0	0	0	0	0	0	0	0
ENSMUSG00000077697.1	0	0	0	0	0	0	0	0
ENSMUSG00000095069.1	0	0	0	0	0	0	0	0
ENSMUSG00000045994.16	0	0	0	0	0	0	0	0
ENSMUSG00000036395.14	0	0	0	0	0	0	0	0
ENSMUSG00000031966.6	0	0	0	0	0	0	0	0
ENSMUSG00000079644.1	0	1	0	0	0	7	0	0
ENSMUSG00000031969.15	460	441	563	630	529	756	575	555
ENSMUSG00000035443.9	892	926	1102	1055	1037	971	1063	885
ENSMUSG00000031988.9	1469	1467	1851	1720	1562	1493	1726	1430
ENSMUSG00000035024.15	4977	4910	6498	6340	5573	5862	5460	5310
ENSMUSG00000031990.14	0	0	0	0	0	0	0	1
ENSMUSG00000100409.1	0	0	0	0	0	0	0	0
ENSMUSG00000034275.17	0	0	0	0	0	0	0	0
ENSMUSG00000031991.9	0	0	0	0	0	0	0	0
ENSMUSG00000062257.12	3	0	0	0	0	0	0	1
ENSMUSG00000087531.7	0	0	0	0	0	2	0	0
ENSMUSG00000106021.1	0	0	0	0	0	0	0	0
ENSMUSG00000059974.10	0	0	0	0	0	0	0	0
ENSMUSG00000085449.1	0	0	0	0	0	0	0	0
ENSMUSG00000085638.1	0	0	0	0	0	0	0	0
ENSMUSG00000103855.1	0	0	0	0	0	0	0	0
ENSMUSG00000096018.1	0	0	0	0	0	0	0	0
ENSMUSG00000031993.6	1306	1264	1796	1751	1883	1979	1983	1756
ENSMUSG00000033453.7	0	0	6	0	0	0	0	0
ENSMUSG00000031994.13	0	0	0	0	0	0	0	0
ENSMUSG00000047412.15	3615	3435	4823	4400	3886	4506	4378	4043
ENSMUSG00000097701.1	0	0	0	0	0	0	0	0
ENSMUSG00000031995.8	1339	1263	1841	1884	2169	2167	2237	1869
ENSMUSG00000081343.1	0	0	0	0	1	0	0	0
ENSMUSG00000031996.16	958	913	1330	1338	1470	1391	1460	1267
ENSMUSG00000091003.1	2	1	0	0	0	0	0	0
ENSMUSG00000042496.17	532	536	595	590	693	716	742	705
ENSMUSG00000042185.13	2290	2265	3175	3000	3039	3462	3367	3102
ENSMUSG00000041737.7	0	0	0	0	0	0	0	0
ENSMUSG00000032033.11	0	0	0	0	0	0	0	0
ENSMUSG00000091639.1	43	46	65	67	56	33	48	66
ENSMUSG00000106368.1	0	0	0	0	0	0	0	1
ENSMUSG00000041444.14	0	0	0	0	0	0	0	0
ENSMUSG00000032034.5	0	0	0	0	0	0	0	0
ENSMUSG00000041248.8	0	0	0	0	0	0	0	0
ENSMUSG00000016087.13	6236	6414	8119	8406	7926	8423	8080	7278
ENSMUSG00000064492.1	15	40	43	28	40	44	49	40
ENSMUSG00000103151.1	260	183	382	326	222	292	260	349
ENSMUSG00000102352.1	476	415	763	593	506	696	556	677
ENSMUSG00000098645.1	1	0	2	0	0	0	0	0
ENSMUSG00000102153.1	452	355	678	518	434	569	458	503
ENSMUSG00000102850.1	575	464	867	697	590	794	621	758
ENSMUSG00000098796.1	0	0	0	0	0	0	0	0
ENSMUSG00000032035.15	3350	3214	4180	4289	3374	3482	3268	2886
ENSMUSG00000098843.1	0	0	0	0	0	0	0	0
ENSMUSG00000099148.1	0	0	0	0	0	0	0	0
ENSMUSG00000102467.1	0	0	0	0	0	0	0	0
ENSMUSG00000099025.1	0	0	0	0	0	0	0	0
ENSMUSG00000102184.1	0	0	0	0	0	0	0	0
ENSMUSG00000098519.1	0	0	0	0	0	0	0	0
ENSMUSG00000102712.1	2	0	0	0	1	0	1	0
ENSMUSG00000079884.6	24	21	26	29	26	44	23	24
ENSMUSG00000088905.1	0	0	0	0	0	0	0	0
ENSMUSG00000099256.1	0	0	0	0	0	0	0	0
ENSMUSG00000098358.1	0	0	0	0	0	0	0	0
ENSMUSG00000098758.1	0	0	0	0	0	0	0	0
ENSMUSG00000098909.1	0	0	0	0	0	0	0	0
ENSMUSG00000102873.1	0	0	0	0	0	0	0	0
ENSMUSG00000032036.15	0	0	0	0	0	0	0	0
ENSMUSG00000103552.1	0	0	0	0	0	0	0	0
ENSMUSG00000102567.1	0	0	0	0	0	0	0	0
ENSMUSG00000097355.1	0	0	0	0	0	0	0	0
ENSMUSG00000053889.5	0	3	0	0	0	0	0	0
ENSMUSG00000089465.1	0	0	0	0	0	0	0	0
ENSMUSG00000032038.6	425	380	512	571	555	595	544	472
ENSMUSG00000070315.11	55	36	87	32	55	64	56	49
ENSMUSG00000032040.15	879	863	1041	1018	950	1042	1037	910
ENSMUSG00000088056.1	0	0	0	0	0	0	0	0
ENSMUSG00000032041.15	396	440	506	470	455	529	411	384
ENSMUSG00000032042.11	2731	2568	3514	3403	3206	3194	3415	2894
ENSMUSG00000039048.14	684	698	912	883	800	781	833	676
ENSMUSG00000050471.16	469	403	603	504	478	613	492	565
ENSMUSG00000032044.4	626	512	756	803	634	689	738	633
ENSMUSG00000066771.2	0	0	1	0	0	0	1	0
ENSMUSG00000103259.1	0	0	0	0	0	0	0	0
ENSMUSG00000038119.14	402	341	471	413	497	558	545	470
ENSMUSG00000065934.1	0	0	2	8	0	0	2	1
ENSMUSG00000088605.1	0	0	0	0	0	0	0	0
ENSMUSG00000098590.2	0	0	0	0	0	0	0	0
ENSMUSG00000032101.6	29	24	18	34	35	30	31	33
ENSMUSG00000032103.10	604	634	787	801	787	825	726	683
ENSMUSG00000050555.9	520	591	799	828	609	881	775	715
ENSMUSG00000074452.12	15	19	15	20	15	16	11	16
ENSMUSG00000086984.4	0	0	0	0	0	0	0	0
ENSMUSG00000094676.3	0	0	0	2	0	1	0	0
ENSMUSG00000032099.2	0	0	0	0	0	0	0	0
ENSMUSG00000094995.1	0	0	0	0	0	0	0	0
ENSMUSG00000091215.3	0	0	0	0	0	0	0	0
ENSMUSG00000091174.1	0	0	0	0	0	0	0	0
ENSMUSG00000090738.2	0	0	0	0	0	0	0	0
ENSMUSG00000098847.1	0	0	0	0	0	0	0	0
ENSMUSG00000032108.3	0	0	0	0	0	0	0	0
ENSMUSG00000104304.1	0	0	0	0	0	0	0	0
ENSMUSG00000047980.6	0	0	0	0	0	0	0	0
ENSMUSG00000098705.7	0	0	0	0	0	0	0	0
ENSMUSG00000078934.4	0	0	0	0	0	0	0	0
ENSMUSG00000099201.7	0	0	0	0	0	0	0	0
ENSMUSG00000091411.1	0	0	0	0	0	0	0	0
ENSMUSG00000098390.7	0	0	0	0	0	0	0	0
ENSMUSG00000066767.5	0	0	0	0	0	0	0	0
ENSMUSG00000023093.7	0	0	0	0	0	0	0	0
ENSMUSG00000090710.2	0	0	0	0	0	0	0	0
ENSMUSG00000098949.1	0	0	0	0	0	0	0	0
ENSMUSG00000074448.2	0	0	0	0	0	0	0	0
ENSMUSG00000099274.1	0	0	0	0	0	0	0	0
ENSMUSG00000091248.1	0	0	0	0	0	0	0	0
ENSMUSG00000070313.8	0	0	0	0	0	0	0	0
ENSMUSG00000098304.1	0	0	0	1	0	0	0	0
ENSMUSG00000032110.4	0	0	0	0	2	0	0	0
ENSMUSG00000032113.15	1358	1314	1684	1758	1509	1560	1333	1432
ENSMUSG00000032116.17	5780	5714	7262	7544	6952	7099	7068	6341
ENSMUSG00000096993.2	0	1	0	0	0	0	0	5
ENSMUSG00000062762.15	2222	1994	2739	2780	2958	3003	3087	2634
ENSMUSG00000098985.1	6	3	1	5	3	5	1	5
ENSMUSG00000032118.15	0	0	0	0	2	0	0	0
ENSMUSG00000035934.15	0	0	0	0	0	0	0	0
ENSMUSG00000093721.1	0	0	0	0	0	0	0	0
ENSMUSG00000077401.1	0	0	0	0	0	0	0	0
ENSMUSG00000077483.1	0	0	0	0	0	0	0	0
ENSMUSG00000032121.8	6	9	12	14	16	8	10	21
ENSMUSG00000032122.14	28	31	14	31	84	98	46	76
ENSMUSG00000090136.4	13	12	15	27	22	21	19	28
ENSMUSG00000034303.6	495	470	671	634	556	578	569	612
ENSMUSG00000046240.7	0	1	0	2	1	0	0	0
ENSMUSG00000032125.19	0	0	0	0	0	1	0	0
ENSMUSG00000032128.14	0	0	0	0	0	0	0	0
ENSMUSG00000042138.6	382	340	475	480	499	625	475	601
ENSMUSG00000001946.13	3	2	7	3	4	0	6	13
ENSMUSG00000001943.7	0	0	0	1	1	4	0	5
ENSMUSG00000053310.11	0	0	0	0	0	0	0	0
ENSMUSG00000001948.9	0	0	0	0	0	0	0	0
ENSMUSG00000001942.7	0	3	0	0	0	0	0	0
ENSMUSG00000011114.17	3	1	0	1	0	2	4	3
ENSMUSG00000011118.3	0	0	0	0	0	0	0	0
ENSMUSG00000097946.1	0	0	0	0	0	0	0	0
ENSMUSG00000059252.4	25	10	15	14	18	12	24	19
ENSMUSG00000061165.6	0	0	0	0	0	0	0	0
ENSMUSG00000063350.5	0	0	0	0	0	0	0	0
ENSMUSG00000058628.3	0	0	0	0	0	0	0	0
ENSMUSG00000066750.2	0	0	0	0	0	0	0	0
ENSMUSG00000065620.1	0	0	0	0	0	0	0	0
ENSMUSG00000066749.1	0	0	0	0	0	0	0	0
ENSMUSG00000066748.2	0	0	0	0	0	0	0	0
ENSMUSG00000066747.3	0	0	0	0	0	0	0	0
ENSMUSG00000060583.2	0	0	0	0	0	0	0	0
ENSMUSG00000094461.1	0	0	0	0	0	0	0	0
ENSMUSG00000095893.2	0	0	0	0	0	0	0	0
ENSMUSG00000096424.1	0	0	0	0	0	0	0	0
ENSMUSG00000096167.1	0	0	0	0	0	0	0	0
ENSMUSG00000095527.1	0	0	0	0	0	0	0	0
ENSMUSG00000096356.1	0	0	0	0	0	0	0	0
ENSMUSG00000096409.1	0	0	0	0	0	0	0	0
ENSMUSG00000045528.1	0	0	0	0	0	0	0	0
ENSMUSG00000098147.1	0	0	0	0	0	0	0	0
ENSMUSG00000058521.1	0	0	0	0	0	0	0	0
ENSMUSG00000093901.1	0	0	0	0	0	0	0	0
ENSMUSG00000070311.2	0	0	0	0	0	0	0	0
ENSMUSG00000094778.1	0	0	0	0	0	0	0	0
ENSMUSG00000096427.1	0	0	0	0	0	0	0	0
ENSMUSG00000058270.2	0	0	0	0	0	0	0	0
ENSMUSG00000094588.1	0	0	0	0	0	0	0	0
ENSMUSG00000049864.1	0	0	0	0	0	0	0	0
ENSMUSG00000096757.1	0	0	0	0	0	0	0	0
ENSMUSG00000049098.2	0	0	0	0	0	0	0	0
ENSMUSG00000052058.1	0	0	0	0	0	0	0	0
ENSMUSG00000049334.2	0	0	0	0	0	0	0	0
ENSMUSG00000094380.1	0	0	0	0	0	0	0	0
ENSMUSG00000096794.1	0	0	0	0	0	0	0	0
